T,strike,rf,dividend,v0,kappa,sigma,rho,theta,lambda_parameter,nuUp,nuDown,p,price,original_iv
276,157.435,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,12.3117,0.794896,
138,68.0931,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,35.7986,0.777875,
310,23.9145,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,73.8081,0.834988,
245,213.635,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,5.679,0.812761,
145,92.7158,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,21.6189,0.762196,
217,196.703,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,5.71188,0.80718,
350,154.874,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,15.9468,0.798845,
11,107.542,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,1.19291,0.536821,
134,140.701,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,7.1526,0.769153,
82,88.5357,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,19.1752,0.730631,
101,50.18,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,49.8368,0.821376,
31,84.2932,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,17.4779,0.672038,
57,95.3197,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,12.9887,0.694212,
90,116.089,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,8.64291,0.732158,
41,110.386,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,4.90384,0.659275,
309,208.07,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,8.35647,0.808722,
144,57.2651,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,44.2874,0.794253,
282,165.867,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.4368,0.797323,
236,50.1544,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,51.4593,0.802615,
177,149.711,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,8.41076,0.782481,
318,127.444,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,19.7693,0.792937,
261,46.4323,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,54.632,0.806001,
70,75.0289,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,27.5552,0.745099,
37,118.141,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,2.80248,0.66699,
215,130.818,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,13.8689,0.781821,
220,187.002,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,6.54658,0.802578,
121,55.6568,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,45.1936,0.798924,
117,40.5755,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,58.8916,0.849533,
51,79.073,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,23.2122,0.719619,
361,135.436,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,19.8948,0.796867,
37,117.026,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,2.97955,0.663562,
327,106.316,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,25.8105,0.792117,
69,72.4518,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,29.5641,0.751718,
249,55.6146,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,47.6454,0.797904,
258,143.524,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,13.6695,0.790149,
216,145.164,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.2298,0.785915,
312,234.043,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,6.76343,0.81541,
200,49.6506,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,51.3792,0.804113,
135,71.8082,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,33.0632,0.772988,
166,101.052,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,19.4484,0.767386,
242,154.725,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.0861,0.791547,
153,52.9357,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,48.021,0.801589,
129,160.984,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,4.54658,0.785812,
195,45.5431,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,54.7282,0.810723,
311,139.225,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,16.977,0.793958,
188,123.821,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,13.8773,0.775237,
129,160.914,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,4.55252,0.785742,
64,123.147,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,4.66869,0.714735,
19,99.6936,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,5.31901,0.573021,
94,69.0982,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,33.3422,0.767693,
53,139.513,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,2.00808,0.752466,
362,72.6503,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,40.2855,0.796634,
144,160.021,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,5.40748,0.785407,
176,107.406,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,17.8051,0.770052,
147,130.821,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,9.71118,0.767179,
324,169.167,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,12.8237,0.8001,
153,43.502,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,56.2449,0.822464,
192,38.2261,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,61.1135,0.82562,
332,133.962,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,18.9657,0.794783,
332,163.994,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,13.8473,0.79948,
164,55.6979,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,45.9493,0.79652,
197,168.306,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,7.21766,0.793447,
200,76.4511,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,32.914,0.781289,
307,109.202,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,24.0733,0.790474,
179,47.6153,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,52.8267,0.808804,
306,112.916,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,22.9419,0.79058,
63,72.8389,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,28.9605,0.748122,
91,48.8034,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,51.0593,0.833774,
295,39.875,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,60.0726,0.811722,
11,115.251,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,0.56102,0.638909,
286,169.534,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.1542,0.798439,
212,142.877,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.3977,0.784677,
231,25.4872,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,72.7685,0.848818,
128,173.701,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,3.57636,0.79957,
336,70.2283,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,40.8042,0.79569,
51,66.4331,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,34.1269,0.776239,
106,84.5342,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,23.3201,0.750219,
179,103.437,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,19.3732,0.77078,
154,175.168,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,4.61849,0.797691,
296,228.75,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,6.53973,0.814756,
214,126.345,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,14.8075,0.780686,
158,97.7616,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,20.2457,0.765349,
166,165.038,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,6.03783,0.790151,
85,105.292,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.5513,0.725046,
218,104.425,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,21.2737,0.778971,
257,185.054,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,8.2557,0.801939,
213,81.9738,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,30.5035,0.781151,
334,104.644,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,26.6217,0.792639,
275,200.003,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,7.70759,0.806786,
89,79.7123,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,25.2648,0.746633,
13,79.3061,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,20.9053,0.752243,
206,61.6579,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,42.4519,0.791259,
162,105.514,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,17.5513,0.76607,
205,36.5525,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,62.6331,0.82659,
57,77.581,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,24.7858,0.72952,
169,114.987,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,14.9998,0.768902,
36,70.4502,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,30.0031,0.763693,
231,40.5223,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,59.2202,0.815208,
110,47.5484,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,52.3293,0.826394,
291,36.3939,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,62.9103,0.816078,
216,37.1614,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,62.0993,0.823204,
325,78.5417,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,36.3815,0.793406,
343,164.66,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,14.2131,0.800108,
40,125.314,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,2.20391,0.697055,
220,130.276,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,14.2639,0.782474,
100,134.786,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,5.72808,0.753124,
93,84.497,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,22.4395,0.742917,
200,68.9192,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,37.4395,0.78542,
71,56.9372,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,43.2753,0.811602,
159,34.3378,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,64.7284,0.84816,
31,74.4776,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,26.0915,0.737333,
138,136.37,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,8.09857,0.767454,
89,61.359,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,39.6139,0.787218,
212,113.154,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,18.1518,0.778341,
326,127.07,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,20.2098,0.79353,
47,70.0883,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,30.6789,0.757575,
324,132.8,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,18.8579,0.79405,
33,95.0191,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,10.1384,0.640385,
57,120.004,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,4.56364,0.701828,
243,109.312,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,20.9963,0.783097,
166,74.3814,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,32.7114,0.776879,
203,164.012,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,7.97072,0.791788,
298,23.7482,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,74.0231,0.8374,
158,165.958,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,5.55721,0.79051,
158,47.0731,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,53.1002,0.812762,
163,48.4925,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,51.9163,0.809043,
150,82.9764,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,26.8792,0.767857,
24,72.8406,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,27.4291,0.772503,
134,143.253,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,6.78533,0.770962,
11,88.6452,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.9206,0.601967,
190,108.943,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,18.1631,0.773527,
10,108.133,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,0.9571,0.53732,
346,56.2744,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,48.9826,0.800468,
333,88.2948,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,32.4261,0.792906,
273,60.3451,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,44.951,0.79582,
45,120.725,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,3.23493,0.687048,
312,113.951,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,22.9166,0.791193,
180,70.6529,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,35.623,0.781761,
61,99.9947,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.1767,0.697225,
213,143.172,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.4016,0.784903,
286,145.432,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,14.6848,0.793055,
218,36.333,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,62.8384,0.824537,
360,30.527,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,67.8664,0.818957,
361,209.778,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,10.0946,0.808937,
216,115.949,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,17.5742,0.779356,
175,34.2747,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,64.7484,0.841317,
182,138.827,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,10.408,0.778588,
124,75.5063,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,30.0544,0.766202,
138,108.003,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,15.027,0.757744,
162,61.6446,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,41.2973,0.78839,
246,156.778,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,10.9884,0.792482,
329,195.638,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,10.1439,0.805809,
320,202.586,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,9.19769,0.807329,
116,166.544,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,3.4958,0.793224,
147,34.2662,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,64.8325,0.855097,
313,65.4395,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,42.8154,0.795735,
76,103.675,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.267,0.715953,
140,53.4558,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,47.3838,0.80172,
130,63.593,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,38.9013,0.783211,
284,111.552,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,22.3309,0.788305,
113,76.3507,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,28.9271,0.761742,
42,81.3932,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,20.717,0.701422,
81,59.6441,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,40.9569,0.794633,
351,65.062,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,43.9404,0.797733,
172,93.3611,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,22.986,0.770062,
261,173.455,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,9.60055,0.798373,
337,132.834,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,19.4195,0.794999,
122,39.6745,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,59.7438,0.849674,
106,111.764,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.2858,0.742012,
118,110.993,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,12.5181,0.748804,
254,127.543,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,16.6845,0.786596,
11,111.664,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,0.734134,0.581036,
309,188.569,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,10.0358,0.803869,
87,78.8669,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,25.7206,0.746807,
266,94.5278,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,27.2786,0.786197,
30,121.58,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,1.70454,0.673065,
271,218.709,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,6.28272,0.812972,
364,216.22,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,9.69072,0.810176,
365,85.9121,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,34.4811,0.795258,
47,95.7829,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,11.5633,0.675201,
297,41.0173,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,59.1725,0.810441,
234,162.719,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,9.62433,0.793445,
363,108.547,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,26.5844,0.794883,
41,57.0411,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,42.9264,0.871043,
212,50.7538,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,50.6602,0.802312,
357,72.27,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,40.3371,0.796434,
43,116.951,0.0276807,0.0391633,0.361683,16.802,1.41281,-0.482245,0.667381,1.72439,0.261654,0.247025,0.401064,3.66013,0.674689,
