T,strike,rf,dividend,v0,kappa,sigma,rho,theta,price,original_iv
67,57.2789,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.0407,0.723068,
100,96.9956,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.5454,0.578378,
64,116.101,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.3937,0.513628,
304,52.5097,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,49.8046,0.631578,
131,71.1336,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,32.1096,0.632373,
127,56.826,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.1255,0.670086,
24,94.9943,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.60811,0.572866,
358,60.1824,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.7343,0.616811,
222,209.76,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.6401,0.499075,
97,77.6823,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.9249,0.626761,
284,135.28,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.43034,0.556812,
125,118.019,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.70901,0.544316,
133,56.7088,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.3038,0.667227,
159,154.462,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.01961,0.512477,
311,38.8012,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,61.376,0.652208,
237,204.203,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.985156,0.507551,
92,145.613,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.739107,0.476452,
183,80.7306,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,26.9222,0.60566,
137,106.013,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.5246,0.566146,
86,120.779,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.71107,0.520174,
359,124.523,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.6751,0.568991,
101,76.5437,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,26.9486,0.628501,
52,124.296,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.08218,0.470988,
294,235.148,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.879277,0.511004,
230,161.113,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.50339,0.530897,
334,243.902,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.13101,0.517519,
81,96.3025,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.7005,0.57819,
238,197.309,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.24531,0.511531,
209,80.535,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.9045,0.603976,
196,169.046,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.87927,0.515044,
167,143.119,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.57876,0.527168,
250,164.372,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.74704,0.533452,
351,30.3955,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,68.9551,0.660722,
157,106.102,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.5455,0.568718,
49,84.124,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.6829,0.625091,
219,44.3589,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.0747,0.663195,
72,147.05,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.241989,0.445589,
184,196.3,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.505608,0.490019,
166,56.4353,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.9562,0.653966,
54,68.83,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,32.002,0.689184,
204,131.214,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.21075,0.548308,
350,125.971,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.9865,0.56769,
74,54.0956,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,46.1455,0.726995,
81,127.76,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.10069,0.500487,
321,147.052,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.39879,0.554071,
335,128.534,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.8145,0.565305,
365,27.4119,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.668,0.664318,
118,162.607,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.519206,0.476803,
116,41.3364,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.5946,0.72939,
102,71.9226,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.6455,0.640735,
63,85.4568,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.4977,0.613796,
315,81.2522,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.5741,0.598475,
84,115.486,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.94641,0.530855,
29,65.0434,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.1225,0.761597,
77,82.9211,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.1128,0.617932,
312,184.044,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.5687,0.535281,
171,31.4398,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,68.1478,0.721671,
224,192.959,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.18389,0.509282,
282,137.668,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.85402,0.555079,
22,84.3607,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.7491,0.647348,
204,115.774,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.3302,0.563011,
319,151.708,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.54905,0.551457,
183,141.31,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.46199,0.534046,
148,133.682,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.29491,0.530764,
175,182.227,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.777941,0.495752,
138,65.9749,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.4265,0.641978,
212,126.293,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.70186,0.55413,
17,75.015,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.1938,0.727218,
116,89.6992,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.5635,0.594569,
355,26.2264,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,72.7775,0.66896,
36,113.292,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.89538,0.48333,
258,79.7061,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,29.8922,0.602192,
298,215.194,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.51916,0.519597,
27,81.5675,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.5173,0.659086,
268,192.783,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.00687,0.52226,
265,199.583,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.61277,0.518224,
114,69.7638,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,32.7442,0.641541,
32,116.532,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.957941,0.456696,
177,35.7256,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.0191,0.703511,
172,190.965,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.485706,0.487341,
127,65.6528,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.4556,0.646799,
102,78.9876,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.1366,0.621749,
344,21.1477,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,77.5605,0.684606,
260,160.997,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.41508,0.537517,
321,220.583,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.67277,0.522584,
181,32.1435,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,67.454,0.71291,
46,84.9851,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.8278,0.622851,
257,138.209,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.83468,0.551509,
218,112.97,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.8696,0.567276,
24,95.7485,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.10719,0.56776,
263,74.2721,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.3987,0.608116,
61,59.1054,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,41.2359,0.723977,
11,108.252,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.583027,0.430497,
349,250.222,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.15165,0.518717,
89,156.826,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.239691,0.453097,
79,90.5612,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,15.9752,0.594359,
263,136.079,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.49055,0.553777,
56,109.421,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.77422,0.527418,
88,76.7151,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,26.333,0.632916,
170,40.4358,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,59.5359,0.693052,
177,140.658,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.33096,0.532898,
222,53.2508,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,48.3299,0.644614,
222,44.3308,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.1145,0.662348,
33,93.4759,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.5873,0.583798,
310,161.813,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.81102,0.54526,
303,174.876,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.15227,0.537913,
17,108.494,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.19702,0.457721,
13,88.1679,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.6933,0.629348,
274,216.41,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.12465,0.513055,
348,48.2077,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,53.6385,0.632028,
33,120.808,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.501251,0.437919,
170,65.4678,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,37.5192,0.633927,
275,47.7433,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,53.46,0.643397,
112,96.9266,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.2921,0.579516,
201,169.14,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.99639,0.516764,
357,115.84,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.1493,0.573775,
28,69.8632,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.4317,0.73271,
55,67.1367,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.5842,0.695652,
186,104.849,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.4607,0.573175,
265,126.637,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.7579,0.560615,
251,102.667,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.0975,0.57905,
342,117.818,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.0342,0.571936,
218,93.1609,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.1426,0.588035,
270,205.423,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.4505,0.516823,
149,113.573,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.38727,0.557087,
23,125.31,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.026335,0.369316,
132,65.96,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.3081,0.644134,
88,100.622,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.9388,0.568083,
318,54.8394,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,48.1385,0.626743,
31,83.8295,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.8067,0.640215,
129,120.209,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.32341,0.542256,
284,157.266,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.62174,0.543817,
57,142.194,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.139999,0.426941,
321,204.013,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.42967,0.528723,
321,238.504,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.11184,0.516409,
34,128.725,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.107697,0.404036,
232,66.553,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,37.9862,0.621172,
346,43.0331,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.8703,0.639603,
320,158.192,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.60134,0.54835,
139,35.5332,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.22,0.730558,
157,180.746,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.553068,0.486732,
336,126.378,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.4039,0.566595,
201,54.2758,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,47.2298,0.647851,
234,47.9442,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,52.9876,0.651728,
201,111.695,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.5583,0.566874,
229,72.1735,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.939,0.613613,
53,140.397,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.124494,0.422138,
184,58.131,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.7537,0.644784,
245,27.7999,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.5102,0.696055,
69,65.9468,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,34.9675,0.683702,
86,74.2785,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,28.217,0.641299,
277,39.426,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.7245,0.658087,
277,22.9115,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,76.0967,0.699341,
304,124.776,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.7025,0.565325,
120,109.363,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.25317,0.557285,
311,107.152,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.5492,0.577609,
210,136.179,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.4312,0.545141,
149,41.099,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.8689,0.703484,
63,100.445,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.18819,0.561924,
194,59.8158,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,42.5087,0.638982,
340,88.0154,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.7155,0.59228,
188,37.7333,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,62.1144,0.691747,
285,187.439,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.6919,0.528662,
206,57.4934,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.5931,0.640499,
19,107.289,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.76597,0.474977,
131,148.196,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.71248,0.504691,
188,148.556,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.61281,0.528954,
69,137.442,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.590038,0.462771,
174,79.1478,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.6488,0.609002,
157,122.589,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.13752,0.54712,
10,81.6348,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.5494,0.692734,
335,69.8745,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,37.8351,0.608393,
350,103.927,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.0666,0.580918,
197,99.0756,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.45,0.580715,
205,159.749,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.89963,0.525043,
15,92.7313,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.14493,0.588925,
194,108.478,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.4066,0.56967,
197,110.941,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.6427,0.56726,
112,39.1565,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.7084,0.74238,
234,28.3133,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.042,0.698932,
66,116.483,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.43868,0.51447,
206,193.886,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.863666,0.501875,
111,126.425,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.90156,0.524693,
57,85.732,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.9391,0.614789,
84,91.4302,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,15.738,0.591671,
113,166.038,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.338586,0.467629,
257,27.7189,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.5633,0.691805,
24,109.772,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.63267,0.47274,
255,27.9706,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.3279,0.691796,
16,89.6722,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.7095,0.613806,
263,54.7136,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,47.5874,0.634283,
88,139.585,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.04151,0.483202,
92,108.618,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.76997,0.550421,
173,111.226,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.4101,0.564086,
180,82.9146,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.4405,0.602583,
143,108.251,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.9684,0.563651,
198,118.925,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.092,0.559038,
230,174.985,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.28778,0.521977,
188,85.2762,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,24.3017,0.598657,
89,94.1902,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.4064,0.584378,
163,67.9425,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.4191,0.630757,
138,88.402,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.3963,0.596087,
88,133.077,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.70081,0.495986,
154,141.5,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.30632,0.523995,
285,64.2353,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,40.6825,0.618344,
269,35.0128,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.7213,0.669408,
98,112.481,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.79724,0.544442,
248,35.5082,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,64.2481,0.674373,
49,58.7861,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,41.4231,0.747935,
37,108.102,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.49297,0.510575,
37,63.7915,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.444,0.747459,
237,161.16,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.70681,0.532539,
256,215.544,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.909794,0.50817,
178,78.438,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,28.2525,0.609717,
215,81.3606,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.5884,0.602502,
280,167.733,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.24779,0.537492,
334,111.347,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.851,0.575608,
298,23.1644,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,75.7918,0.691555,
143,163.848,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.956155,0.49417,
45,135.51,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.118779,0.41533,
362,102.465,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,22.0107,0.582111,
345,146.722,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.23272,0.556611,
73,102.943,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.7708,0.557798,
357,153.95,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.37031,0.554367,
321,44.6108,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.4077,0.640797,
177,138.763,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.63857,0.534759,
353,25.8768,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,73.1055,0.670194,
31,112.245,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.70097,0.477082,
340,62.2532,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.011,0.615935,
116,56.1202,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.6361,0.678761,
11,95.9111,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.20918,0.559153,
13,112.859,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.180461,0.396343,
348,225.796,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.89206,0.526009,
32,131.923,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.0312538,0.381574,
309,48.1646,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,53.367,0.637172,
237,25.8605,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,73.385,0.705468,
331,54.3964,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,48.6288,0.625896,
319,210.012,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.08815,0.52606,
177,120.245,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.73901,0.554199,
11,115.716,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.0201143,0.354614,
50,113.43,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.0312,0.506441,
70,147.681,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.195235,0.440589,
96,73.398,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,29.2624,0.639192,
42,90.8889,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.1671,0.596644,
100,45.7222,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,54.3264,0.729051,
276,25.5994,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,73.536,0.691408,
120,89.352,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.9729,0.595107,
114,57.3407,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.5018,0.676361,
343,238.01,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.40307,0.521201,
244,51.745,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,49.822,0.64256,
121,162.408,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.57989,0.479672,
158,151.75,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.24201,0.514765,
