T,strike,rf,dividend,v0,kappa,sigma,rho,theta,price,original_iv
197,67.2902,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.6918,0.625202,
114,123.063,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.79242,0.531807,
273,66.9586,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.5308,0.616114,
42,111.677,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.8397,0.501911,
218,113.985,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.5287,0.566301,
235,84.9518,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,26.1307,0.597188,
134,57.3349,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.7584,0.665048,
258,222.602,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.758651,0.505617,
255,73.4373,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.7406,0.609695,
176,33.1977,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,66.4448,0.712343,
175,103.513,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.4998,0.573953,
70,124.393,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.05002,0.497023,
154,38.5137,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,61.3448,0.708596,
200,91.7678,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.1505,0.5897,
206,102.618,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.2821,0.577068,
333,128.461,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.7645,0.565208,
158,172.109,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.87354,0.495085,
113,118.97,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.76545,0.53833,
259,86.0317,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,26.3113,0.595328,
77,82.0952,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,21.726,0.620553,
361,231.724,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.86602,0.52645,
118,43.446,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,56.5626,0.719492,
196,42.9157,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.2925,0.674498,
299,67.118,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.9351,0.613696,
300,128.416,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.6125,0.562698,
189,163.766,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.09088,0.516554,
82,120.986,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.42069,0.516727,
292,139.391,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.85878,0.55517,
168,56.0064,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,45.3528,0.654232,
167,73.015,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,31.699,0.620441,
190,33.3612,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,66.2753,0.703876,
245,27.5252,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.7723,0.696886,
59,142.056,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.171761,0.431938,
293,49.8944,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.8122,0.636954,
108,86.0478,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.463,0.603269,
67,148.672,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.135878,0.432541,
138,155.961,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.30322,0.499692,
188,125.019,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.97187,0.551182,
216,29.3988,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,70.0369,0.703492,
225,139.665,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.35789,0.545228,
113,74.6054,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,28.8606,0.629593,
233,101.716,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.7869,0.579265,
168,91.7646,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.8221,0.589851,
327,67.4194,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,39.2733,0.611365,
258,197.346,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.58929,0.517431,
72,124.718,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.10763,0.498426,
74,110.176,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.92931,0.538162,
303,50.3004,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.57,0.634878,
164,63.7099,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.8107,0.638976,
217,130.157,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.98751,0.551551,
28,98.3109,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.99565,0.553632,
27,86.9942,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.8977,0.624434,
115,55.2089,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,45.4598,0.682232,
194,163.787,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.2239,0.518347,
124,160.153,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.732472,0.484936,
187,168.845,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.6743,0.51175,
208,97.8863,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.4632,0.582476,
328,217.121,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.92378,0.525211,
266,106.379,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.2011,0.576418,
142,119.953,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.08295,0.5466,
68,145.407,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.223755,0.442051,
270,125.711,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.1897,0.56178,
259,27.4414,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,71.823,0.691896,
109,62.0499,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,39.2086,0.665388,
60,146.971,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.0902768,0.421421,
24,65.2439,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,34.8661,0.776368,
159,132.325,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.03588,0.536127,
204,37.6547,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,62.2048,0.684792,
276,70.9384,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.8844,0.61107,
64,72.8356,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,28.7043,0.6611,
114,140.583,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.88086,0.504094,
262,101.562,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.9742,0.580423,
95,131.753,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.19085,0.5047,
319,172.114,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.85858,0.541677,
113,166.844,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.318767,0.466578,
191,42.2488,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.8916,0.678185,
324,195.416,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.00718,0.532614,
206,166.508,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.32492,0.520361,
163,77.6455,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,28.2976,0.612846,
142,36.5308,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,63.252,0.724317,
322,71.6213,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.4559,0.607372,
29,70.7675,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,29.5864,0.724293,
235,83.2744,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.0918,0.599141,
86,55.4893,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.9161,0.706317,
256,155.643,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.95603,0.539993,
288,149.822,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.84768,0.548576,
330,246.91,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.01425,0.515709,
267,58.5382,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.624,0.628015,
295,36.9451,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,62.9941,0.658972,
55,135.638,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.308267,0.441089,
171,171.098,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.18096,0.502839,
136,125.221,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.44569,0.537399,
183,126.922,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.28067,0.548223,
191,168.206,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.81436,0.513813,
215,65.567,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,38.3699,0.625073,
362,105.635,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.8043,0.580098,
52,82.9722,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.7602,0.628405,
241,54.4283,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,47.5613,0.63858,
312,145.468,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.38565,0.553938,
274,155.667,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.52541,0.543125,
301,51.794,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,50.3457,0.632995,
222,39.1803,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,60.8122,0.674084,
186,141.489,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.54964,0.534731,
338,48.8715,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,53.0256,0.632318,
280,46.3096,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,54.7136,0.644889,
131,158.689,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.960043,0.491926,
281,93.9324,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,23.0379,0.587531,
266,74.4268,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,33.3747,0.607733,
65,139.755,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.363596,0.450161,
314,239.604,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.00259,0.514425,
229,128.68,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.82503,0.554643,
59,96.4692,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.0025,0.574476,
131,173.36,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.395281,0.475275,
67,64.4833,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.2699,0.691916,
193,59.364,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,42.8634,0.640068,
87,125.282,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.83879,0.511183,
93,154.439,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.366022,0.462397,
125,41.6698,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.2839,0.71974,
304,57.2795,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,46.1002,0.625153,
103,136.143,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.96167,0.503156,
18,101.541,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.92815,0.51847,
39,127.766,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.255238,0.42593,
75,149.64,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.218972,0.445218,
267,132.629,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.39062,0.556627,
360,215.457,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.55517,0.531385,
365,72.9542,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.5518,0.604115,
298,153.347,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.6242,0.547983,
279,50.1459,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.4811,0.638793,
45,70.2183,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.5003,0.695583,
57,118.317,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.38181,0.498715,
256,137.667,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.90565,0.551741,
342,76.354,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,34.0362,0.601995,
302,147.02,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.77861,0.551943,
61,56.9011,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.3488,0.734448,
205,105.032,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,15.2418,0.574354,
234,86.0946,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.4566,0.595904,
164,67.3068,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.9386,0.631767,
248,112.288,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.3542,0.570371,
38,125.05,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.377548,0.434292,
47,117.376,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.87423,0.486927,
187,151.154,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.25846,0.526372,
112,162.447,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.424621,0.471391,
195,76.0927,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.3523,0.61153,
108,89.5836,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.2227,0.595207,
318,207.041,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.21497,0.526993,
55,141.873,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.12059,0.422961,
266,24.6278,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,74.4881,0.697854,
345,23.9939,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,74.8791,0.676599,
165,74.6819,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.4382,0.617785,
320,32.3426,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,67.1882,0.662931,
211,38.9418,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,61.012,0.678654,
322,125.391,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.1792,0.566239,
365,36.4891,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,63.5354,0.647176,
268,31.6834,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,67.8107,0.677569,
289,124.393,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.2563,0.564393,
334,71.9523,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,36.5061,0.60642,
111,119.829,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,5.42269,0.53599,
266,28.5352,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,70.773,0.686405,
10,92.7166,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.49301,0.590041,
189,150.919,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.35369,0.527213,
264,32.5035,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,67.0466,0.676747,
87,102.109,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.1645,0.564188,
278,186.425,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.60464,0.527654,
324,106.667,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.1761,0.578382,
320,67.1366,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,39.3279,0.612133,
31,82.7975,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.6823,0.646349,
73,78.0113,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,24.7105,0.635785,
200,63.8599,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,39.3829,0.630463,
325,103.271,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.5049,0.580788,
334,110.935,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.9918,0.575874,
275,163.074,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.61989,0.539112,
278,71.626,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.4763,0.610126,
173,180.356,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.812214,0.496201,
272,60.1101,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.4972,0.62516,
159,67.7612,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,35.4672,0.632068,
261,197.659,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.62889,0.518089,
201,33.6709,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,65.9723,0.697405,
282,102.808,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.198,0.579976,
323,218.327,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.79246,0.523797,
344,105.532,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,20.2647,0.579719,
243,102.785,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,17.7369,0.578629,
344,249.43,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.11332,0.517932,
345,167.019,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.16431,0.547352,
203,31.1052,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,68.4222,0.704347,
188,113.925,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,11.2006,0.562948,
215,202.536,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.733127,0.500324,
287,42.2857,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.2285,0.650563,
319,43.7509,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.1229,0.642451,
67,56.7719,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.5253,0.725359,
133,46.2889,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,53.8995,0.697736,
347,243.839,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.28967,0.520208,
239,112.644,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,13.866,0.569387,
188,158.864,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.48221,0.520179,
113,54.2259,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,46.3463,0.686738,
176,113.902,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.638,0.561304,
273,132.345,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.67943,0.557507,
277,24.3784,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,74.6959,0.694727,
103,161.307,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.321421,0.463514,
71,116.198,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.86321,0.519759,
16,105.51,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.95427,0.479823,
57,110.216,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.58517,0.525593,
358,64.9623,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,41.4642,0.611904,
90,123.394,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.37727,0.517422,
245,106.697,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,16.2606,0.575105,
290,24.4777,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,74.566,0.690156,
80,72.6682,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,29.3551,0.649899,
275,38.4406,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,61.6052,0.660531,
213,97.8009,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.7089,0.582714,
199,76.076,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,30.4813,0.611133,
355,46.7444,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,54.8686,0.63318,
187,172.456,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.45259,0.508934,
337,40.7306,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,59.7836,0.644485,
196,141.527,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,4.92811,0.53736,
176,31.0977,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,68.4705,0.719636,
45,63.1522,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,37.1682,0.732824,
256,166.951,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,3.65467,0.533217,
163,93.9945,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,18.4166,0.586527,
263,114.052,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,14.3559,0.569973,
339,88.5168,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.4403,0.591895,
17,80.4785,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,19.9749,0.684976,
251,143.767,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,6.58589,0.546807,
161,49.5748,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.0079,0.672477,
70,57.0433,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,43.2938,0.719756,
154,106.611,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,12.1882,0.567632,
103,157.643,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.431335,0.468928,
330,199.249,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.88672,0.532152,
338,42.9049,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,57.9375,0.640921,
342,139.943,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,10.4467,0.559719,
246,175.232,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,2.66033,0.526104,
98,144.57,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,0.977164,0.48454,
48,67.6171,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,32.9891,0.703938,
244,58.0063,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,44.7112,0.632259,
37,99.9751,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,7.06514,0.550949,
55,74.588,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,26.8776,0.66218,
189,177.901,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.20721,0.505651,
137,149.216,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.81179,0.506966,
163,34.3562,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,65.3403,0.716673,
218,64.5577,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,39.1925,0.626192,
278,41.463,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,58.9148,0.653936,
100,78.8035,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,25.1943,0.622803,
223,131.024,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.03645,0.5518,
90,139.725,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.09777,0.485075,
184,32.5774,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,67.0329,0.709709,
326,22.9225,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,75.939,0.68421,
190,37.9784,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,61.8849,0.690099,
330,20.0433,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,78.6553,0.691691,
23,109.385,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,1.62851,0.472302,
230,124.552,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,9.90391,0.558204,
319,87.0753,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,27.586,0.593283,
146,70.8437,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,32.7451,0.628974,
353,50.6395,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,51.7579,0.628309,
71,102.377,0.0403937,0.0232577,0.48803,39.3617,3.70761,-0.873853,0.599777,8.88024,0.558725,
